employee_id,review_year,review_period,rating,potential,manager_score,goals_met_pct
100485,2022,Annual,Exceptional,Medium,8.7,91
100485,2023,Annual,Exceptional,High,9.2,97
100485,2024,Annual,Exceeds Expectations,Medium,8.3,78
100485,2025,Annual,Exceeds Expectations,Medium,8.4,81
100486,2024,Annual,Meets Expectations,Low,6.7,61
100486,2025,Annual,Exceeds Expectations,Medium,7.2,79
100487,2025,Annual,Meets Expectations,Low,6.4,53
100488,2022,Annual,Meets Expectations,Medium,6.5,52
100488,2023,Annual,Meets Expectations,Low,6.1,61
100488,2024,Annual,Meets Expectations,Medium,6.0,57
100488,2025,Annual,Meets Expectations,Medium,6.5,60
100489,2022,Annual,Below Expectations,Low,3.5,30
100489,2023,Annual,Exceeds Expectations,Medium,7.7,74
100489,2024,Annual,Meets Expectations,Low,6.2,69
100489,2025,Annual,Exceeds Expectations,Medium,8.1,77
100490,2022,Annual,Unsatisfactory,Low,0.1,8
100490,2023,Annual,Exceeds Expectations,Medium,7.9,77
100490,2024,Annual,Below Expectations,Low,3.8,42
100490,2025,Annual,Meets Expectations,Low,5.9,50
100491,2022,Annual,Exceptional,High,8.8,97
100491,2023,Annual,Meets Expectations,Low,5.2,64
100491,2024,Annual,Below Expectations,Medium,4.3,38
100491,2025,Annual,Meets Expectations,Medium,6.0,64
100492,2024,Annual,Exceeds Expectations,Medium,7.9,75
100492,2025,Annual,Meets Expectations,Medium,5.7,53
100493,2022,Annual,Meets Expectations,Medium,6.2,62
100493,2023,Annual,Below Expectations,Medium,4.5,43
100493,2024,Annual,Meets Expectations,Low,5.9,52
100493,2025,Annual,Meets Expectations,Medium,5.8,53
100494,2022,Annual,Exceeds Expectations,Medium,7.8,82
100494,2023,Annual,Unsatisfactory,Low,1.2,6
100494,2024,Annual,Exceeds Expectations,Medium,7.6,70
100494,2025,Annual,Meets Expectations,Low,6.5,66
100495,2022,Annual,Below Expectations,Medium,4.9,44
100495,2023,Annual,Meets Expectations,Medium,6.7,52
100495,2024,Annual,Meets Expectations,Medium,5.3,56
100495,2025,Annual,Meets Expectations,Medium,5.5,53
100496,2023,Annual,Meets Expectations,Medium,5.4,63
100496,2024,Annual,Meets Expectations,Medium,6.2,62
100496,2025,Annual,Exceeds Expectations,High,7.9,83
100497,2023,Annual,Below Expectations,Low,4.7,50
100497,2024,Annual,Exceeds Expectations,Medium,7.7,78
100497,2025,Annual,Exceptional,High,9.6,95
100498,2022,Annual,Meets Expectations,Medium,6.1,69
100498,2023,Annual,Below Expectations,Low,4.9,47
100498,2024,Annual,Meets Expectations,Low,5.8,70
100498,2025,Annual,Exceeds Expectations,Medium,8.2,81
100499,2022,Annual,Exceeds Expectations,Medium,7.4,72
100499,2023,Annual,Meets Expectations,Medium,5.3,69
100499,2024,Annual,Exceeds Expectations,High,7.4,76
100499,2025,Annual,Meets Expectations,Medium,5.3,66
100500,2022,Annual,Meets Expectations,Low,5.2,67
100500,2023,Annual,Meets Expectations,Medium,6.6,56
100500,2024,Annual,Below Expectations,Medium,4.4,36
100500,2025,Annual,Exceeds Expectations,Medium,7.9,70
100501,2022,Annual,Below Expectations,Low,3.8,45
100501,2023,Annual,Exceeds Expectations,High,7.0,80
100501,2024,Annual,Exceeds Expectations,High,7.1,81
100501,2025,Annual,Exceeds Expectations,Medium,7.1,77
100502,2022,Annual,Meets Expectations,Low,6.6,54
100502,2023,Annual,Meets Expectations,Low,5.6,52
100502,2024,Annual,Exceeds Expectations,High,8.0,85
100502,2025,Annual,Meets Expectations,Medium,6.6,59
100503,2022,Annual,Meets Expectations,Medium,5.4,58
100503,2023,Annual,Meets Expectations,Low,5.9,58
100503,2024,Annual,Meets Expectations,Low,6.0,70
100503,2025,Annual,Meets Expectations,Medium,6.5,62
100504,2022,Annual,Meets Expectations,Low,5.1,60
100504,2023,Annual,Below Expectations,Low,3.7,32
100504,2024,Annual,Below Expectations,Low,4.3,45
100504,2025,Annual,Meets Expectations,Medium,7.0,55
100505,2022,Annual,Meets Expectations,Medium,6.2,52
100505,2023,Annual,Meets Expectations,Medium,5.8,52
100505,2024,Annual,Meets Expectations,Low,6.9,59
100505,2025,Annual,Meets Expectations,Medium,5.8,65
100506,2025,Annual,Meets Expectations,Medium,6.2,65
100507,2022,Annual,Meets Expectations,Low,5.1,67
100507,2023,Annual,Exceptional,High,9.4,93
100507,2024,Annual,Exceptional,High,9.2,90
100507,2025,Annual,Below Expectations,Medium,5.0,40
100508,2025,Annual,Meets Expectations,Medium,5.1,54
100509,2023,Annual,Below Expectations,Low,4.3,42
100509,2024,Annual,Meets Expectations,Low,5.1,54
100509,2025,Annual,Unsatisfactory,Low,1.2,10
100510,2022,Annual,Meets Expectations,Medium,6.9,62
100510,2023,Annual,Meets Expectations,Low,6.3,64
100510,2024,Annual,Exceeds Expectations,High,8.4,78
100510,2025,Annual,Meets Expectations,Medium,6.6,58
100511,2024,Annual,Meets Expectations,Medium,6.1,60
100511,2025,Annual,Exceeds Expectations,Medium,7.6,76
100512,2025,Annual,Exceeds Expectations,Medium,7.8,75
100514,2024,Annual,Meets Expectations,Medium,5.7,67
100514,2025,Annual,Meets Expectations,Medium,6.9,56
100515,2022,Annual,Exceptional,Medium,9.5,87
100515,2023,Annual,Exceeds Expectations,Medium,7.6,80
100515,2024,Annual,Exceeds Expectations,High,7.3,82
100515,2025,Annual,Meets Expectations,Low,5.4,67
100516,2022,Annual,Exceeds Expectations,Medium,7.2,72
100516,2023,Annual,Exceptional,Medium,8.9,100
100516,2024,Annual,Below Expectations,Low,3.6,42
100516,2025,Annual,Meets Expectations,Medium,5.9,67
100517,2022,Annual,Meets Expectations,Medium,6.8,69
100517,2023,Annual,Meets Expectations,Medium,6.2,62
100517,2024,Annual,Unsatisfactory,Low,0.3,16
100517,2025,Annual,Meets Expectations,Medium,6.7,70
100518,2022,Annual,Below Expectations,Low,4.4,37
100518,2023,Annual,Meets Expectations,Medium,5.8,57
100518,2024,Annual,Meets Expectations,Low,6.5,52
100518,2025,Annual,Exceeds Expectations,Medium,7.0,83
100519,2022,Annual,Meets Expectations,Medium,5.5,63
100519,2023,Annual,Exceptional,High,9.4,91
100519,2024,Annual,Meets Expectations,Medium,5.8,60
100519,2025,Annual,Meets Expectations,Low,5.3,59
100520,2025,Annual,Exceeds Expectations,Medium,8.4,82
100521,2025,Annual,Meets Expectations,Medium,6.5,53
100522,2023,Annual,Below Expectations,Low,3.3,30
100522,2024,Annual,Meets Expectations,Medium,5.4,62
100522,2025,Annual,Meets Expectations,Medium,5.6,56
100523,2023,Annual,Meets Expectations,Low,6.8,67
100523,2024,Annual,Meets Expectations,Low,6.2,66
100523,2025,Annual,Below Expectations,Medium,4.7,40
100524,2022,Annual,Exceeds Expectations,Medium,7.5,84
100524,2023,Annual,Exceptional,High,9.6,94
100524,2024,Annual,Meets Expectations,Low,6.1,51
100524,2025,Annual,Exceeds Expectations,Medium,7.5,78
100525,2022,Annual,Exceeds Expectations,Medium,7.7,77
100525,2023,Annual,Exceptional,High,8.8,92
100525,2024,Annual,Exceeds Expectations,High,7.6,80
100525,2025,Annual,Below Expectations,Low,4.0,32
100526,2022,Annual,Exceptional,High,9.4,91
100526,2023,Annual,Exceeds Expectations,Medium,7.8,84
100526,2024,Annual,Exceeds Expectations,Medium,7.3,82
100526,2025,Annual,Unsatisfactory,Low,0.5,27
100527,2022,Annual,Meets Expectations,Medium,5.6,54
100527,2023,Annual,Unsatisfactory,Low,0.7,6
100527,2024,Annual,Meets Expectations,Medium,5.1,70
100527,2025,Annual,Meets Expectations,Medium,7.0,62
100528,2024,Annual,Meets Expectations,Low,5.5,70
100528,2025,Annual,Meets Expectations,Medium,5.4,61
100529,2023,Annual,Meets Expectations,Medium,6.8,58
100529,2024,Annual,Exceeds Expectations,Medium,8.2,84
100529,2025,Annual,Meets Expectations,Low,5.0,55
100530,2022,Annual,Below Expectations,Low,3.7,46
100530,2023,Annual,Meets Expectations,Medium,5.9,70
100530,2024,Annual,Below Expectations,Medium,3.7,45
100530,2025,Annual,Meets Expectations,Low,6.3,52
100531,2024,Annual,Meets Expectations,Medium,6.9,68
100531,2025,Annual,Below Expectations,Low,4.6,30
100532,2022,Annual,Exceptional,Medium,8.6,92
100532,2023,Annual,Exceeds Expectations,Medium,8.0,83
100532,2024,Annual,Exceeds Expectations,High,7.6,85
100532,2025,Annual,Meets Expectations,Medium,6.1,63
100533,2022,Annual,Exceeds Expectations,Medium,7.3,73
100533,2023,Annual,Exceeds Expectations,High,7.6,81
100533,2024,Annual,Exceptional,High,9.0,87
100533,2025,Annual,Exceeds Expectations,High,8.5,70
100534,2023,Annual,Exceeds Expectations,Medium,7.7,81
100534,2024,Annual,Meets Expectations,Medium,6.5,55
100534,2025,Annual,Exceeds Expectations,High,7.8,85
100535,2022,Annual,Below Expectations,Low,3.5,43
100535,2023,Annual,Meets Expectations,Medium,6.5,65
100535,2024,Annual,Exceeds Expectations,Medium,8.0,81
100535,2025,Annual,Exceeds Expectations,High,7.0,77
100536,2024,Annual,Meets Expectations,Medium,5.1,66
100536,2025,Annual,Exceptional,High,9.3,90
100537,2025,Annual,Exceeds Expectations,Medium,7.7,71
100538,2022,Annual,Meets Expectations,Medium,5.7,59
100538,2023,Annual,Exceptional,Medium,9.5,91
100538,2024,Annual,Below Expectations,Medium,3.2,37
100538,2025,Annual,Meets Expectations,Low,5.3,54
100539,2024,Annual,Meets Expectations,Medium,6.7,62
100539,2025,Annual,Exceptional,High,9.3,99
100540,2022,Annual,Exceeds Expectations,Medium,7.6,85
100540,2023,Annual,Exceeds Expectations,Medium,7.8,78
100540,2024,Annual,Meets Expectations,Low,6.0,65
100540,2025,Annual,Exceeds Expectations,High,8.3,73
100541,2022,Annual,Meets Expectations,Medium,5.4,66
100541,2023,Annual,Exceeds Expectations,Medium,7.4,80
100541,2024,Annual,Meets Expectations,Medium,6.9,66
100541,2025,Annual,Meets Expectations,Medium,6.0,53
100542,2022,Annual,Exceptional,High,9.5,88
100542,2023,Annual,Meets Expectations,Medium,6.3,56
100542,2024,Annual,Meets Expectations,Medium,5.6,52
100542,2025,Annual,Exceptional,Medium,9.6,93
100543,2022,Annual,Meets Expectations,Low,5.2,52
100543,2023,Annual,Exceeds Expectations,Medium,7.1,81
100543,2024,Annual,Meets Expectations,Medium,6.5,56
100543,2025,Annual,Exceeds Expectations,Medium,7.4,76
100544,2024,Annual,Exceeds Expectations,High,8.1,82
100544,2025,Annual,Exceptional,Medium,8.5,96
100545,2022,Annual,Below Expectations,Low,5.0,50
100545,2023,Annual,Exceeds Expectations,Medium,8.5,79
100545,2024,Annual,Exceeds Expectations,Medium,7.1,80
100545,2025,Annual,Meets Expectations,Medium,6.2,50
100546,2022,Annual,Exceeds Expectations,High,8.5,71
100546,2023,Annual,Below Expectations,Low,4.6,38
100546,2024,Annual,Exceeds Expectations,Medium,8.1,71
100546,2025,Annual,Meets Expectations,Medium,5.8,52
100547,2022,Annual,Unsatisfactory,Low,1.8,16
100547,2023,Annual,Below Expectations,Medium,4.7,50
100547,2024,Annual,Meets Expectations,Low,5.6,59
100547,2025,Annual,Below Expectations,Low,3.1,30
100548,2022,Annual,Meets Expectations,Medium,5.0,68
100548,2023,Annual,Meets Expectations,Low,7.0,62
100548,2024,Annual,Meets Expectations,Low,5.3,61
100548,2025,Annual,Exceeds Expectations,Medium,7.9,78
100549,2022,Annual,Exceeds Expectations,Medium,7.1,78
100549,2023,Annual,Exceeds Expectations,Medium,7.7,83
100549,2024,Annual,Meets Expectations,Medium,6.0,61
100549,2025,Annual,Below Expectations,Low,4.6,43
100550,2022,Annual,Exceeds Expectations,Medium,7.3,71
100550,2023,Annual,Exceeds Expectations,Medium,7.6,70
100550,2024,Annual,Exceeds Expectations,High,7.2,79
100550,2025,Annual,Exceptional,Medium,9.7,93
100551,2022,Annual,Exceeds Expectations,Medium,7.4,79
100551,2023,Annual,Exceeds Expectations,Medium,7.3,83
100551,2024,Annual,Below Expectations,Medium,3.0,47
100551,2025,Annual,Exceeds Expectations,Medium,7.6,71
100552,2023,Annual,Exceptional,High,9.5,86
100552,2024,Annual,Below Expectations,Medium,3.8,32
100552,2025,Annual,Meets Expectations,Medium,5.9,52
100553,2022,Annual,Meets Expectations,Medium,6.0,66
100553,2023,Annual,Meets Expectations,Low,5.5,62
100553,2024,Annual,Exceeds Expectations,Medium,8.1,85
100553,2025,Annual,Exceeds Expectations,High,7.8,81
100554,2025,Annual,Exceptional,Medium,9.6,87
100555,2024,Annual,Meets Expectations,Low,6.3,62
100555,2025,Annual,Exceptional,High,8.7,87
100556,2022,Annual,Below Expectations,Low,5.0,38
100556,2023,Annual,Exceeds Expectations,Medium,7.2,74
100556,2024,Annual,Meets Expectations,Low,6.3,64
100556,2025,Annual,Exceptional,High,9.8,98
100557,2022,Annual,Meets Expectations,Medium,6.9,53
100557,2023,Annual,Exceeds Expectations,Medium,7.2,71
100557,2024,Annual,Below Expectations,Low,3.4,45
100557,2025,Annual,Meets Expectations,Low,6.8,55
100558,2024,Annual,Below Expectations,Medium,4.6,34
100558,2025,Annual,Below Expectations,Low,3.4,30
100559,2022,Annual,Meets Expectations,Medium,6.5,50
100559,2023,Annual,Meets Expectations,Low,6.9,66
100559,2024,Annual,Exceeds Expectations,Medium,8.2,70
100559,2025,Annual,Below Expectations,Low,5.0,43
100560,2022,Annual,Exceeds Expectations,Medium,8.3,82
100560,2023,Annual,Exceptional,High,9.6,90
100560,2024,Annual,Meets Expectations,Low,5.7,57
100560,2025,Annual,Unsatisfactory,Low,0.0,20
100561,2023,Annual,Meets Expectations,Medium,6.2,69
100561,2024,Annual,Below Expectations,Medium,4.7,31
100561,2025,Annual,Meets Expectations,Medium,5.9,54
100562,2022,Annual,Unsatisfactory,Low,0.9,12
100562,2023,Annual,Below Expectations,Low,3.6,44
100562,2024,Annual,Meets Expectations,Low,6.6,65
100562,2025,Annual,Below Expectations,Low,4.5,31
100563,2022,Annual,Exceptional,Medium,10.0,95
100563,2023,Annual,Exceeds Expectations,High,8.4,75
100563,2024,Annual,Exceeds Expectations,Medium,7.8,73
100563,2025,Annual,Unsatisfactory,Low,1.7,11
100564,2022,Annual,Exceeds Expectations,High,8.1,75
100564,2023,Annual,Meets Expectations,Low,6.0,55
100564,2024,Annual,Exceeds Expectations,High,8.4,71
100564,2025,Annual,Meets Expectations,Low,5.8,59
100565,2022,Annual,Exceeds Expectations,High,7.2,83
100565,2023,Annual,Exceeds Expectations,High,8.4,82
100565,2024,Annual,Meets Expectations,Medium,6.5,60
100565,2025,Annual,Meets Expectations,Medium,6.4,53
100566,2022,Annual,Unsatisfactory,Low,2.9,20
100566,2023,Annual,Meets Expectations,Medium,6.1,63
100566,2024,Annual,Meets Expectations,Low,6.3,51
100566,2025,Annual,Below Expectations,Low,3.2,50
100567,2022,Annual,Meets Expectations,Medium,6.6,57
100567,2023,Annual,Meets Expectations,Medium,6.2,54
100567,2024,Annual,Below Expectations,Low,3.5,47
100567,2025,Annual,Meets Expectations,Medium,5.8,57
100568,2024,Annual,Meets Expectations,Medium,5.9,56
100568,2025,Annual,Meets Expectations,Medium,5.5,61
100569,2022,Annual,Exceptional,High,8.7,91
100569,2023,Annual,Exceptional,Medium,8.5,100
100569,2024,Annual,Meets Expectations,Low,6.7,60
100569,2025,Annual,Exceeds Expectations,Medium,8.4,83
100570,2022,Annual,Below Expectations,Low,3.3,45
100570,2023,Annual,Meets Expectations,Medium,5.6,69
100570,2024,Annual,Meets Expectations,Medium,5.6,61
100570,2025,Annual,Meets Expectations,Medium,6.3,69
100571,2023,Annual,Meets Expectations,Medium,6.0,57
100571,2024,Annual,Exceeds Expectations,Medium,7.6,75
100571,2025,Annual,Below Expectations,Low,4.3,44
100572,2022,Annual,Exceeds Expectations,Medium,8.2,71
100572,2023,Annual,Meets Expectations,Low,6.3,69
100572,2024,Annual,Below Expectations,Medium,3.6,47
100572,2025,Annual,Exceeds Expectations,High,7.1,72
100573,2025,Annual,Meets Expectations,Low,6.9,62
100574,2022,Annual,Unsatisfactory,Low,0.9,14
100574,2023,Annual,Exceeds Expectations,High,8.4,85
100574,2024,Annual,Exceeds Expectations,High,8.1,73
100574,2025,Annual,Exceptional,Medium,9.3,98
100575,2023,Annual,Below Expectations,Low,3.0,45
100575,2024,Annual,Meets Expectations,Low,5.9,55
100575,2025,Annual,Meets Expectations,Medium,5.1,70
100576,2022,Annual,Meets Expectations,Low,5.9,51
100576,2023,Annual,Meets Expectations,Medium,5.2,55
100576,2024,Annual,Meets Expectations,Medium,5.4,57
100576,2025,Annual,Meets Expectations,Medium,6.0,69
100577,2022,Annual,Exceeds Expectations,Medium,8.2,72
100577,2023,Annual,Meets Expectations,Medium,5.4,55
100577,2024,Annual,Below Expectations,Medium,3.0,45
100577,2025,Annual,Below Expectations,Medium,3.1,36
100578,2022,Annual,Meets Expectations,Low,6.9,51
100578,2023,Annual,Exceeds Expectations,Medium,7.6,71
100579,2023,Annual,Exceeds Expectations,Medium,7.9,75
100579,2024,Annual,Exceeds Expectations,Medium,7.9,85
100579,2025,Annual,Meets Expectations,Medium,6.5,52
100580,2025,Annual,Meets Expectations,Medium,6.4,53
100581,2022,Annual,Unsatisfactory,Low,2.5,24
100581,2023,Annual,Below Expectations,Low,4.6,50
100581,2024,Annual,Below Expectations,Low,4.7,44
100581,2025,Annual,Meets Expectations,Medium,5.9,65
100582,2022,Annual,Exceptional,High,8.8,100
100582,2023,Annual,Meets Expectations,Low,5.4,55
100582,2024,Annual,Exceeds Expectations,High,7.6,84
100582,2025,Annual,Unsatisfactory,Low,0.7,11
100583,2022,Annual,Exceeds Expectations,Medium,8.2,82
100583,2023,Annual,Meets Expectations,Medium,5.1,50
100583,2024,Annual,Exceeds Expectations,Medium,7.5,83
100584,2025,Annual,Below Expectations,Low,3.8,30
100585,2022,Annual,Meets Expectations,Medium,6.6,50
100585,2023,Annual,Meets Expectations,Medium,6.2,53
100585,2024,Annual,Exceptional,High,9.5,93
100585,2025,Annual,Exceptional,High,9.2,92
100586,2025,Annual,Meets Expectations,Low,5.1,55
100587,2025,Annual,Below Expectations,Low,4.9,42
100588,2022,Annual,Meets Expectations,Medium,5.5,52
100588,2023,Annual,Meets Expectations,Low,6.5,62
100588,2024,Annual,Exceeds Expectations,Medium,7.2,85
100588,2025,Annual,Exceeds Expectations,Medium,7.5,70
100589,2023,Annual,Meets Expectations,Medium,7.0,62
100589,2024,Annual,Meets Expectations,Medium,6.3,60
100589,2025,Annual,Meets Expectations,Low,5.8,57
100591,2022,Annual,Meets Expectations,Medium,6.9,62
100591,2023,Annual,Meets Expectations,Medium,6.8,55
100591,2024,Annual,Below Expectations,Low,4.2,43
100591,2025,Annual,Meets Expectations,Medium,6.5,68
100592,2022,Annual,Below Expectations,Medium,4.9,38
100592,2023,Annual,Below Expectations,Low,4.6,30
100592,2024,Annual,Exceeds Expectations,High,7.7,73
100592,2025,Annual,Meets Expectations,Medium,6.1,52
100593,2022,Annual,Unsatisfactory,Low,1.0,14
100593,2023,Annual,Meets Expectations,Medium,6.7,64
100593,2024,Annual,Meets Expectations,Medium,5.2,52
100593,2025,Annual,Exceeds Expectations,Medium,8.4,78
100594,2022,Annual,Exceeds Expectations,Medium,7.3,74
100594,2023,Annual,Exceptional,High,9.5,98
100594,2024,Annual,Exceeds Expectations,Medium,7.9,71
100594,2025,Annual,Meets Expectations,Low,6.6,64
100595,2022,Annual,Exceeds Expectations,Medium,7.3,72
100595,2023,Annual,Meets Expectations,Medium,5.9,57
100595,2024,Annual,Meets Expectations,Medium,5.3,66
100595,2025,Annual,Meets Expectations,Medium,6.7,50
100596,2022,Annual,Meets Expectations,Medium,6.9,69
100596,2023,Annual,Meets Expectations,Low,5.4,58
100596,2024,Annual,Exceeds Expectations,Medium,8.0,82
100596,2025,Annual,Exceeds Expectations,High,8.4,84
100597,2022,Annual,Exceeds Expectations,Medium,7.5,71
100597,2023,Annual,Meets Expectations,Medium,6.4,50
100597,2024,Annual,Meets Expectations,Medium,6.7,53
100597,2025,Annual,Exceeds Expectations,High,8.2,84
100598,2022,Annual,Meets Expectations,Low,5.8,55
100598,2023,Annual,Unsatisfactory,Low,2.0,12
100598,2024,Annual,Meets Expectations,Low,5.9,51
100598,2025,Annual,Exceeds Expectations,High,7.2,83
100599,2022,Annual,Meets Expectations,Low,5.5,59
100599,2023,Annual,Meets Expectations,Low,5.8,68
100599,2024,Annual,Meets Expectations,Medium,5.2,54
100600,2024,Annual,Exceeds Expectations,Medium,7.9,82
100600,2025,Annual,Exceeds Expectations,Medium,7.9,85
100601,2022,Annual,Exceptional,High,8.8,86
100601,2023,Annual,Meets Expectations,Medium,6.5,53
100601,2024,Annual,Exceeds Expectations,Medium,7.3,83
100601,2025,Annual,Exceeds Expectations,Medium,7.2,75
100602,2022,Annual,Meets Expectations,Medium,5.7,64
100602,2023,Annual,Unsatisfactory,Low,2.3,23
100602,2024,Annual,Meets Expectations,Medium,6.2,61
100602,2025,Annual,Meets Expectations,Low,5.4,64
100603,2022,Annual,Exceeds Expectations,Medium,7.2,80
100603,2023,Annual,Below Expectations,Low,4.2,44
100603,2024,Annual,Meets Expectations,Medium,5.8,58
100603,2025,Annual,Meets Expectations,Medium,6.7,56
100604,2022,Annual,Exceeds Expectations,Medium,7.8,82
100604,2023,Annual,Exceeds Expectations,High,8.3,73
100604,2024,Annual,Meets Expectations,Low,5.6,54
100604,2025,Annual,Meets Expectations,Medium,5.5,51
100605,2022,Annual,Meets Expectations,Medium,6.0,52
100605,2023,Annual,Exceeds Expectations,High,8.4,82
100605,2024,Annual,Meets Expectations,Medium,5.2,69
100605,2025,Annual,Exceeds Expectations,Medium,7.4,75
100606,2024,Annual,Below Expectations,Low,3.4,33
100606,2025,Annual,Meets Expectations,Medium,6.0,64
100607,2022,Annual,Meets Expectations,Medium,5.9,52
100607,2023,Annual,Exceeds Expectations,Medium,7.5,70
100607,2024,Annual,Meets Expectations,Medium,5.0,58
100607,2025,Annual,Below Expectations,Low,3.9,49
100608,2022,Annual,Meets Expectations,Low,5.3,70
100608,2023,Annual,Exceptional,Medium,9.5,87
100608,2024,Annual,Meets Expectations,Medium,6.6,59
100608,2025,Annual,Unsatisfactory,Low,1.9,0
100609,2024,Annual,Exceeds Expectations,High,8.4,79
100609,2025,Annual,Meets Expectations,Medium,6.2,59
100610,2025,Annual,Exceeds Expectations,High,7.1,84
100611,2022,Annual,Exceeds Expectations,Medium,7.0,80
100611,2023,Annual,Meets Expectations,Low,5.2,56
100611,2024,Annual,Meets Expectations,Medium,6.1,50
100611,2025,Annual,Meets Expectations,Medium,6.3,57
100612,2022,Annual,Exceeds Expectations,Medium,8.3,72
100612,2023,Annual,Meets Expectations,Medium,5.4,64
100612,2024,Annual,Exceeds Expectations,Medium,7.1,83
100612,2025,Annual,Meets Expectations,Low,5.2,53
100613,2023,Annual,Meets Expectations,Medium,6.5,54
100613,2024,Annual,Exceeds Expectations,High,7.4,82
100613,2025,Annual,Exceeds Expectations,Medium,7.1,80
100614,2022,Annual,Exceeds Expectations,Medium,7.5,81
100614,2023,Annual,Exceeds Expectations,Medium,7.8,70
100614,2024,Annual,Meets Expectations,Low,5.7,50
100614,2025,Annual,Below Expectations,Medium,3.5,50
100615,2022,Annual,Below Expectations,Low,3.6,42
100615,2023,Annual,Below Expectations,Low,3.3,31
100615,2024,Annual,Exceeds Expectations,High,8.2,83
100615,2025,Annual,Meets Expectations,Low,5.2,61
100616,2022,Annual,Meets Expectations,Low,5.6,65
100616,2023,Annual,Exceeds Expectations,Medium,7.1,81
100616,2024,Annual,Meets Expectations,Low,5.7,66
100616,2025,Annual,Exceptional,High,9.3,99
100617,2022,Annual,Meets Expectations,Medium,5.1,61
100617,2023,Annual,Meets Expectations,Medium,5.4,60
100617,2024,Annual,Meets Expectations,Medium,6.0,60
100617,2025,Annual,Exceeds Expectations,Medium,7.5,73
100619,2025,Annual,Exceeds Expectations,High,8.2,77
100620,2022,Annual,Meets Expectations,Medium,6.9,70
100620,2023,Annual,Meets Expectations,Medium,5.8,70
100620,2024,Annual,Unsatisfactory,Low,1.3,27
100620,2025,Annual,Meets Expectations,Medium,5.1,57
100621,2022,Annual,Unsatisfactory,Low,2.3,5
100621,2023,Annual,Meets Expectations,Medium,5.4,69
100621,2024,Annual,Meets Expectations,Medium,6.9,58
100621,2025,Annual,Meets Expectations,Low,6.0,54
100622,2022,Annual,Exceeds Expectations,Medium,7.6,74
100622,2023,Annual,Exceeds Expectations,Medium,8.2,76
100622,2024,Annual,Meets Expectations,Medium,6.1,70
100622,2025,Annual,Meets Expectations,Medium,6.7,52
100623,2022,Annual,Meets Expectations,Medium,6.5,54
100623,2023,Annual,Meets Expectations,Low,5.6,55
100623,2024,Annual,Exceptional,High,9.3,93
100623,2025,Annual,Meets Expectations,Medium,5.3,64
100624,2022,Annual,Meets Expectations,Medium,6.5,65
100624,2023,Annual,Meets Expectations,Medium,6.1,70
100624,2024,Annual,Meets Expectations,Low,6.2,61
100624,2025,Annual,Unsatisfactory,Low,1.8,18
100625,2022,Annual,Meets Expectations,Medium,5.5,66
100625,2023,Annual,Exceeds Expectations,Medium,7.6,77
100625,2024,Annual,Meets Expectations,Medium,5.6,67
100625,2025,Annual,Meets Expectations,Medium,6.7,56
100626,2022,Annual,Meets Expectations,Low,6.9,68
100627,2022,Annual,Exceeds Expectations,Medium,8.1,80
100627,2023,Annual,Unsatisfactory,Low,0.6,28
100627,2024,Annual,Unsatisfactory,Low,2.8,24
100627,2025,Annual,Exceeds Expectations,Medium,7.6,85
100628,2022,Annual,Meets Expectations,Medium,6.8,65
100628,2023,Annual,Meets Expectations,Medium,5.3,65
100628,2024,Annual,Exceeds Expectations,High,7.9,72
100628,2025,Annual,Meets Expectations,Medium,5.4,62
100629,2025,Annual,Below Expectations,Low,3.5,41
100631,2025,Annual,Meets Expectations,Medium,6.4,50
100632,2022,Annual,Unsatisfactory,Low,0.3,2
100632,2023,Annual,Exceeds Expectations,Medium,8.0,77
100632,2024,Annual,Meets Expectations,Medium,6.1,70
100632,2025,Annual,Below Expectations,Medium,4.4,48
100633,2022,Annual,Meets Expectations,Medium,5.9,63
100633,2023,Annual,Below Expectations,Low,4.1,37
100633,2024,Annual,Exceeds Expectations,Medium,7.8,76
100633,2025,Annual,Meets Expectations,Low,6.4,69
100634,2023,Annual,Meets Expectations,Low,5.9,54
100634,2024,Annual,Meets Expectations,Low,6.0,51
100634,2025,Annual,Below Expectations,Medium,3.8,44
100635,2022,Annual,Below Expectations,Low,3.6,42
100635,2023,Annual,Unsatisfactory,Low,2.2,25
100635,2024,Annual,Exceptional,High,8.5,93
100635,2025,Annual,Exceeds Expectations,High,7.1,80
100636,2024,Annual,Meets Expectations,Medium,6.7,70
100636,2025,Annual,Below Expectations,Low,4.5,30
100637,2022,Annual,Meets Expectations,Medium,5.1,61
100637,2023,Annual,Meets Expectations,Low,5.1,54
100637,2024,Annual,Meets Expectations,Medium,5.4,55
100637,2025,Annual,Meets Expectations,Medium,5.5,63
100638,2022,Annual,Meets Expectations,Low,6.1,60
100638,2023,Annual,Exceptional,Medium,8.7,96
100638,2024,Annual,Meets Expectations,Low,5.9,59
100638,2025,Annual,Meets Expectations,Medium,5.5,63
100639,2022,Annual,Meets Expectations,Medium,5.8,67
100639,2023,Annual,Exceeds Expectations,Medium,7.2,73
100639,2024,Annual,Meets Expectations,Low,5.2,55
100639,2025,Annual,Meets Expectations,Low,5.6,57
100640,2022,Annual,Meets Expectations,Low,6.5,52
100640,2023,Annual,Exceeds Expectations,Medium,7.2,70
100640,2024,Annual,Meets Expectations,Medium,5.2,66
100640,2025,Annual,Below Expectations,Low,3.2,45
