employee_id,effective_date,event_type,from_department,to_department,from_grade,to_grade,from_title,to_title,from_salary,to_salary
100718,2026-01-29,Hire,,Finance,,G1,,Finance Analyst I,,40258.0
100719,2020-02-04,Hire,,Finance,,G1,,Finance Analyst I,,55930.0
100720,2024-05-24,Hire,,Operations,,G5,,Operations Lead,,149252.0
100720,2025-12-28,Termination,Operations,,G5,,Operations Lead,,153351.0,
100721,2025-05-23,Hire,,HR,,G3,,HR Specialist,,99187.0
100722,2024-12-18,Hire,,Marketing,,G3,,Marketing Specialist,,83000.0
100723,2018-01-11,Hire,,Customer Support,,G6,,Support Manager,,170791.0
100724,2024-01-09,Hire,,Customer Support,,G3,,Senior Support Representative,,80153.0
100725,2022-04-26,Hire,,Marketing,,G3,,Marketing Specialist,,98703.0
100726,2020-09-04,Hire,,Sales,,G1,,Sales Representative I,,53788.0
100727,2018-01-23,Hire,,Finance,,G1,,Finance Analyst I,,42440.0
100728,2017-12-08,Hire,,Sales,,G1,,Sales Representative I,,50431.0
100729,2022-09-03,Hire,,Marketing,,G2,,Marketing Coordinator II,,77604.0
100730,2017-08-31,Hire,,Customer Support,,G6,,Support Manager,,169879.0
100731,2016-10-28,Hire,,HR,,G2,,HR Coordinator II,,63308.0
100731,2022-09-17,Transfer,IT,HR,G2,G2,Software Engineer I,HR Coordinator II,78767.0,78767.0
100732,2022-12-23,Hire,,Operations,,G1,,Operations Coordinator I,,42693.0
100732,2023-06-20,Transfer,HR,Operations,G2,G2,HR Coordinator II,Operations Coordinator II,76381.0,76381.0
100733,2020-03-18,Hire,,IT,,G6,,Engineering Manager,,174624.0
100734,2024-12-20,Hire,,IT,,G6,,Engineering Manager,,182383.0
100735,2022-12-10,Hire,,Finance,,G3,,Senior Finance Analyst,,100040.0
100736,2021-08-01,Hire,,Customer Support,,G3,,Senior Support Representative,,76374.0
100737,2019-11-05,Hire,,Marketing,,G8,,VP of Marketing,,342281.0
100738,2022-05-30,Hire,,Customer Support,,G2,,Support Representative II,,58892.0
100739,2020-12-16,Hire,,Sales,,G5,,Senior Sales Specialist,,126161.0
100740,2023-10-21,Hire,,Finance,,G7,,Finance Director,,198352.0
100740,2025-09-20,Transfer,Customer Support,Finance,G7,G7,Support Director,Finance Director,219084.0,219084.0
100741,2023-01-23,Hire,,Sales,,G3,,Senior Sales Representative,,98424.0
100742,2025-04-08,Hire,,Marketing,,G5,,Marketing Lead,,125302.0
100743,2026-01-20,Hire,,Sales,,G4,,Sales Specialist,,125261.0
100743,2026-05-10,Promotion,Sales,Sales,G4,G5,Sales Specialist,Senior Sales Specialist,125261.0,142384.0
100744,2018-12-29,Hire,,Operations,,G5,,Operations Lead,,132169.0
100745,2025-12-10,Hire,,IT,,G3,,Software Engineer II,,77882.0
100746,2017-06-06,Hire,,Operations,,G6,,Operations Manager,,179996.0
100747,2020-10-25,Hire,,Sales,,G5,,Senior Sales Specialist,,146007.0
100747,2023-07-23,Termination,Sales,,G5,,Senior Sales Specialist,,158038.0,
100748,2021-04-30,Hire,,Customer Support,,G3,,Senior Support Representative,,91829.0
100748,2023-10-23,Promotion,Customer Support,Customer Support,G3,G4,Senior Support Representative,Support Specialist,91829.0,115151.0
100749,2024-10-11,Hire,,Customer Support,,G4,,Support Specialist,,97731.0
100749,2024-12-15,Transfer,Sales,Customer Support,G4,G4,Sales Specialist,Support Specialist,103250.0,103250.0
100750,2018-01-03,Hire,,Sales,,G5,,Senior Sales Specialist,,142441.0
100751,2017-02-14,Hire,,Customer Support,,G5,,Senior Support Specialist,,143179.0
100752,2020-03-17,Hire,,Finance,,G3,,Senior Finance Analyst,,86289.0
100753,2017-05-12,Hire,,HR,,G4,,Senior HR Specialist,,118563.0
100754,2021-08-14,Hire,,Finance,,G3,,Senior Finance Analyst,,76305.0
100755,2024-08-28,Hire,,HR,,G3,,HR Specialist,,81387.0
100756,2017-02-01,Hire,,Sales,,G1,,Sales Representative I,,44132.0
100757,2021-07-14,Hire,,IT,,G1,,IT Support Specialist I,,42670.0
100758,2019-03-05,Hire,,Finance,,G3,,Senior Finance Analyst,,85041.0
100758,2019-09-04,Transfer,HR,Finance,G3,G3,HR Specialist,Senior Finance Analyst,102216.0,102216.0
100758,2024-04-10,Termination,Finance,,G3,,Senior Finance Analyst,,102216.0,
100759,2024-05-16,Hire,,Customer Support,,G6,,Support Manager,,188538.0
100760,2019-10-02,Hire,,Sales,,G2,,Sales Representative II,,78609.0
100761,2024-02-14,Hire,,HR,,G1,,HR Coordinator I,,56002.0
100761,2025-09-08,Transfer,IT,HR,G2,G2,Software Engineer I,HR Coordinator II,65638.0,65638.0
100762,2019-02-08,Hire,,Customer Support,,G2,,Support Representative II,,73483.0
100763,2019-12-22,Hire,,HR,,G3,,HR Specialist,,102302.0
100764,2020-06-26,Hire,,Customer Support,,G1,,Support Representative I,,57037.0
100764,2022-11-09,Transfer,IT,Customer Support,G1,G1,IT Support Specialist I,Support Representative I,58099.0,58099.0
100765,2021-11-08,Hire,,IT,,G3,,Software Engineer II,,80543.0
100766,2022-07-22,Hire,,IT,,G1,,IT Support Specialist I,,45235.0
100767,2021-03-03,Hire,,HR,,G2,,HR Coordinator II,,76744.0
100768,2018-01-18,Hire,,HR,,G3,,HR Specialist,,82015.0
100768,2022-02-10,Termination,HR,,G3,,HR Specialist,,101246.0,
100769,2019-11-10,Hire,,HR,,G1,,HR Coordinator I,,51336.0
100769,2021-03-13,Termination,HR,,G2,,HR Coordinator II,,72535.0,
100770,2016-09-10,Hire,,Finance,,G3,,Senior Finance Analyst,,93395.0
100770,2020-08-08,Promotion,Finance,Finance,G3,G4,Senior Finance Analyst,Finance Lead,93395.0,98044.0
100771,2020-01-09,Hire,,Finance,,G2,,Finance Analyst II,,56239.0
100772,2023-08-12,Hire,,Operations,,G3,,Operations Analyst,,81558.0
100772,2024-09-14,Termination,Operations,,G4,,Senior Operations Analyst,,105686.0,
100772,2025-05-03,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,81558.0,128952.0
100773,2016-08-10,Hire,,Operations,,G4,,Senior Operations Analyst,,108869.0
100773,2023-05-10,Transfer,Customer Support,Operations,G4,G4,Support Specialist,Senior Operations Analyst,113891.0,113891.0
100774,2016-08-16,Hire,,Customer Support,,G4,,Support Specialist,,115320.0
100775,2023-08-18,Hire,,Finance,,G2,,Finance Analyst II,,74919.0
100776,2025-02-20,Hire,,HR,,G6,,HR Manager,,161652.0
100777,2023-07-29,Hire,,Operations,,G6,,Operations Manager,,160049.0
100778,2022-07-17,Hire,,Marketing,,G1,,Marketing Coordinator I,,56167.0
100779,2026-03-28,Hire,,Sales,,G3,,Senior Sales Representative,,76126.0
100780,2025-01-24,Hire,,Operations,,G1,,Operations Coordinator I,,40113.0
100781,2017-09-02,Hire,,IT,,G3,,Software Engineer II,,79559.0
100782,2018-12-27,Hire,,Sales,,G1,,Sales Representative I,,50832.0
100783,2021-02-26,Hire,,Finance,,G4,,Finance Lead,,116307.0
100784,2025-12-10,Hire,,Customer Support,,G5,,Senior Support Specialist,,150189.0
100785,2019-08-10,Hire,,Operations,,G3,,Operations Analyst,,89093.0
100786,2022-05-24,Hire,,Finance,,G2,,Finance Analyst II,,55184.0
100786,2024-08-19,Termination,Finance,,G2,,Finance Analyst II,,70932.0,
100787,2021-04-18,Hire,,Customer Support,,G6,,Support Manager,,157234.0
100788,2018-06-15,Hire,,Customer Support,,G2,,Support Representative II,,60057.0
100789,2018-06-06,Hire,,Marketing,,G3,,Marketing Specialist,,101707.0
100789,2020-08-21,Termination,Marketing,,G4,,Senior Marketing Specialist,,106825.0,
100789,2025-04-18,Promotion,Marketing,Marketing,G3,G4,Marketing Specialist,Senior Marketing Specialist,101707.0,129810.0
100790,2021-06-17,Hire,,Operations,,G5,,Operations Lead,,129797.0
100791,2017-04-27,Hire,,Operations,,G1,,Operations Coordinator I,,58763.0
100791,2023-01-06,Termination,Operations,,G2,,Operations Coordinator II,,73171.0,
100792,2023-01-14,Hire,,Marketing,,G4,,Senior Marketing Specialist,,100267.0
100793,2022-06-25,Hire,,Customer Support,,G2,,Support Representative II,,56835.0
100794,2020-12-22,Hire,,Customer Support,,G2,,Support Representative II,,56622.0
100794,2022-05-29,Promotion,Customer Support,Customer Support,G2,G3,Support Representative II,Senior Support Representative,56622.0,77657.0
100795,2020-10-04,Hire,,Marketing,,G4,,Senior Marketing Specialist,,130424.0
100796,2024-08-19,Hire,,Operations,,G6,,Operations Manager,,165401.0
100797,2020-09-21,Hire,,Customer Support,,G4,,Support Specialist,,96473.0
100798,2025-11-10,Hire,,Marketing,,G1,,Marketing Coordinator I,,52057.0
100799,2025-03-15,Hire,,IT,,G3,,Software Engineer II,,89281.0
100799,2025-08-20,Promotion,IT,IT,G3,G4,Software Engineer II,Senior Software Engineer,89281.0,100054.0
100800,2019-07-13,Hire,,Finance,,G4,,Finance Lead,,124312.0
100800,2020-10-30,Transfer,Marketing,Finance,G4,G4,Senior Marketing Specialist,Finance Lead,134618.0,134618.0
100801,2019-08-27,Hire,,Sales,,G3,,Senior Sales Representative,,101558.0
100802,2017-10-14,Hire,,HR,,G5,,HR Business Partner,,157076.0
100803,2023-03-13,Hire,,Marketing,,G1,,Marketing Coordinator I,,47890.0
100804,2024-03-13,Hire,,Operations,,G3,,Operations Analyst,,95304.0
100804,2025-07-10,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,95304.0,98046.0
100805,2024-05-10,Hire,,IT,,G3,,Software Engineer II,,83043.0
100806,2020-11-07,Hire,,Operations,,G4,,Senior Operations Analyst,,104873.0
100807,2022-02-28,Hire,,Marketing,,G6,,Marketing Manager,,202382.0
100807,2022-11-10,Promotion,Marketing,Marketing,G6,G7,Marketing Manager,Marketing Director,202382.0,240924.0
100808,2016-08-27,Hire,,IT,,G2,,Software Engineer I,,63783.0
100809,2022-06-30,Hire,,Finance,,G1,,Finance Analyst I,,52174.0
100810,2024-11-01,Hire,,Finance,,G1,,Finance Analyst I,,46441.0
100811,2017-05-31,Hire,,HR,,G1,,HR Coordinator I,,50478.0
100812,2019-04-28,Hire,,IT,,G1,,IT Support Specialist I,,43956.0
100813,2021-03-19,Hire,,HR,,G6,,HR Manager,,174731.0
100814,2022-02-28,Hire,,HR,,G5,,HR Business Partner,,153311.0
100815,2021-04-18,Hire,,Finance,,G5,,Senior Finance Lead,,129415.0
100815,2022-09-17,Promotion,Finance,Finance,G5,G6,Senior Finance Lead,Finance Manager,129415.0,161472.0
100815,2023-08-18,Termination,Finance,,G6,,Finance Manager,,163775.0,
100816,2025-03-22,Hire,,Customer Support,,G2,,Support Representative II,,66066.0
100817,2018-05-05,Hire,,Marketing,,G2,,Marketing Coordinator II,,60642.0
100818,2021-02-05,Hire,,HR,,G3,,HR Specialist,,85384.0
100818,2025-08-11,Promotion,HR,HR,G3,G4,HR Specialist,Senior HR Specialist,85384.0,106687.0
100819,2026-04-24,Hire,,IT,,G1,,IT Support Specialist I,,40933.0
100819,2026-05-16,Promotion,IT,IT,G1,G2,IT Support Specialist I,Software Engineer I,40933.0,60906.0
100820,2020-04-13,Hire,,IT,,G2,,Software Engineer I,,65611.0
100821,2020-12-28,Hire,,Customer Support,,G5,,Senior Support Specialist,,141638.0
100822,2020-01-21,Hire,,HR,,G7,,HR Director,,200663.0
100823,2017-04-05,Hire,,Finance,,G5,,Senior Finance Lead,,126852.0
100824,2017-12-10,Hire,,Finance,,G5,,Senior Finance Lead,,125182.0
100825,2024-05-31,Hire,,Finance,,G2,,Finance Analyst II,,65215.0
100825,2025-05-31,Termination,Finance,,G3,,Senior Finance Analyst,,90945.0,
100826,2023-01-19,Hire,,Marketing,,G1,,Marketing Coordinator I,,42665.0
100827,2024-01-15,Hire,,Finance,,G6,,Finance Manager,,175998.0
100828,2018-07-20,Hire,,Marketing,,G4,,Senior Marketing Specialist,,126495.0
100829,2021-04-09,Hire,,Operations,,G5,,Operations Lead,,129670.0
100829,2025-07-29,Transfer,HR,Operations,G5,G5,HR Business Partner,Operations Lead,150146.0,150146.0
100830,2023-01-24,Hire,,Marketing,,G2,,Marketing Coordinator II,,58205.0
100831,2016-10-31,Hire,,Sales,,G4,,Sales Specialist,,95367.0
100832,2020-01-08,Hire,,Customer Support,,G3,,Senior Support Representative,,81606.0
100833,2023-04-15,Hire,,HR,,G5,,HR Business Partner,,125069.0
100834,2021-08-30,Hire,,Finance,,G8,,VP of Finance,,265469.0
100835,2019-12-29,Hire,,IT,,G4,,Senior Software Engineer,,122799.0
100836,2017-12-11,Hire,,Operations,,G3,,Operations Analyst,,89877.0
100837,2026-04-03,Hire,,Sales,,G2,,Sales Representative II,,75324.0
100837,2026-06-13,Termination,Sales,,G2,,Sales Representative II,,79248.0,
100838,2019-12-27,Hire,,HR,,G4,,Senior HR Specialist,,97944.0
100839,2020-03-21,Hire,,HR,,G2,,HR Coordinator II,,57995.0
100840,2020-09-09,Hire,,Marketing,,G4,,Senior Marketing Specialist,,100677.0
100841,2023-11-04,Hire,,Finance,,G1,,Finance Analyst I,,48067.0
100842,2017-07-23,Hire,,Finance,,G2,,Finance Analyst II,,55703.0
100842,2017-11-26,Transfer,Customer Support,Finance,G2,G2,Support Representative II,Finance Analyst II,56068.0,56068.0
100843,2017-07-28,Hire,,Finance,,G4,,Finance Lead,,98259.0
100844,2017-01-25,Hire,,IT,,G4,,Senior Software Engineer,,96499.0
100845,2021-12-08,Hire,,Sales,,G4,,Sales Specialist,,111137.0
100846,2026-03-14,Hire,,Finance,,G6,,Finance Manager,,197278.0
100847,2019-03-03,Hire,,Customer Support,,G2,,Support Representative II,,55375.0
100847,2021-11-17,Transfer,IT,Customer Support,G2,G2,Software Engineer I,Support Representative II,72771.0,72771.0
100848,2026-03-30,Hire,,IT,,G7,,Engineering Director,,196218.0
100849,2023-05-05,Hire,,HR,,G7,,HR Director,,203073.0
100850,2017-05-19,Hire,,Finance,,G2,,Finance Analyst II,,74158.0
100851,2025-02-27,Hire,,Finance,,G3,,Senior Finance Analyst,,99509.0
100852,2019-10-29,Hire,,Marketing,,G1,,Marketing Coordinator I,,46654.0
100852,2020-05-10,Termination,Marketing,,G1,,Marketing Coordinator I,,49895.0,
100852,2021-11-03,Transfer,Operations,Marketing,G1,G1,Operations Coordinator I,Marketing Coordinator I,49895.0,49895.0
100853,2017-10-18,Hire,,Finance,,G2,,Finance Analyst II,,74729.0
100853,2019-01-31,Termination,Finance,,G3,,Senior Finance Analyst,,98447.0,
100854,2025-04-18,Hire,,HR,,G2,,HR Coordinator II,,69810.0
100854,2025-09-01,Promotion,HR,HR,G2,G3,HR Coordinator II,HR Specialist,69810.0,80475.0
100855,2022-11-07,Hire,,HR,,G2,,HR Coordinator II,,75249.0
100855,2026-05-24,Promotion,HR,HR,G2,G3,HR Coordinator II,HR Specialist,75249.0,77335.0
100856,2020-04-14,Hire,,IT,,G7,,Engineering Director,,216675.0
100857,2016-12-31,Hire,,Marketing,,G3,,Marketing Specialist,,97119.0
100858,2021-09-22,Hire,,Sales,,G3,,Senior Sales Representative,,95130.0
100859,2016-10-15,Hire,,Marketing,,G1,,Marketing Coordinator I,,53663.0
100859,2022-03-24,Transfer,Sales,Marketing,G2,G2,Sales Representative II,Marketing Coordinator II,76699.0,76699.0
100860,2021-10-07,Hire,,Customer Support,,G4,,Support Specialist,,117102.0
100861,2016-09-24,Hire,,Sales,,G5,,Senior Sales Specialist,,126623.0
100862,2019-09-06,Hire,,Customer Support,,G5,,Senior Support Specialist,,141560.0
100863,2019-06-04,Hire,,Customer Support,,G2,,Support Representative II,,62614.0
100864,2024-10-05,Hire,,Sales,,G2,,Sales Representative II,,55875.0
100864,2025-08-24,Termination,Sales,,G2,,Sales Representative II,,58807.0,
100865,2018-11-21,Hire,,Finance,,G3,,Senior Finance Analyst,,77504.0
100866,2021-02-06,Hire,,Sales,,G7,,Sales Director,,197943.0
100867,2025-01-06,Hire,,Finance,,G3,,Senior Finance Analyst,,75453.0
100868,2022-10-26,Hire,,Sales,,G3,,Senior Sales Representative,,101627.0
100868,2026-03-16,Promotion,Sales,Sales,G3,G4,Senior Sales Representative,Sales Specialist,101627.0,114338.0
100869,2019-09-05,Hire,,Marketing,,G7,,Marketing Director,,207013.0
100869,2022-10-18,Termination,Marketing,,G7,,Marketing Director,,225999.0,
100870,2025-09-21,Hire,,HR,,G5,,HR Business Partner,,126969.0
100871,2017-05-20,Hire,,Sales,,G2,,Sales Representative II,,74283.0
100871,2024-08-19,Promotion,Sales,Sales,G2,G3,Sales Representative II,Senior Sales Representative,74283.0,96380.0
100872,2024-10-24,Hire,,Operations,,G3,,Operations Analyst,,99952.0
100872,2026-03-16,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,99952.0,110721.0
100873,2022-01-11,Hire,,Marketing,,G4,,Senior Marketing Specialist,,100290.0
100874,2017-02-03,Hire,,Customer Support,,G2,,Support Representative II,,58857.0
100875,2017-07-24,Hire,,Operations,,G7,,Operations Director,,234138.0
100876,2017-09-20,Hire,,HR,,G3,,HR Specialist,,91935.0
100877,2021-04-14,Hire,,Customer Support,,G1,,Support Representative I,,45322.0
100878,2020-12-26,Hire,,HR,,G3,,HR Specialist,,87767.0
100879,2025-04-08,Hire,,IT,,G2,,Software Engineer I,,56920.0
100880,2023-07-27,Hire,,Marketing,,G1,,Marketing Coordinator I,,52719.0
100880,2026-06-14,Promotion,Marketing,Marketing,G1,G2,Marketing Coordinator I,Marketing Coordinator II,52719.0,74467.0
100881,2023-04-02,Hire,,HR,,G7,,HR Director,,244918.0
100882,2022-08-20,Hire,,Marketing,,G1,,Marketing Coordinator I,,40077.0
100883,2020-02-14,Hire,,Marketing,,G1,,Marketing Coordinator I,,43408.0
100884,2022-10-08,Hire,,Finance,,G4,,Finance Lead,,98857.0
100885,2024-07-29,Hire,,HR,,G3,,HR Specialist,,81966.0
100886,2017-05-17,Hire,,Operations,,G4,,Senior Operations Analyst,,112061.0
100887,2019-05-18,Hire,,Finance,,G2,,Finance Analyst II,,69785.0
100887,2022-03-01,Transfer,Marketing,Finance,G2,G2,Marketing Coordinator II,Finance Analyst II,75567.0,75567.0
100888,2018-07-27,Hire,,Sales,,G2,,Sales Representative II,,63081.0
100889,2017-12-20,Hire,,Finance,,G3,,Senior Finance Analyst,,82141.0
100889,2019-04-09,Termination,Finance,,G4,,Finance Lead,,130367.0,
100890,2018-05-21,Hire,,Finance,,G1,,Finance Analyst I,,41458.0
100891,2021-10-29,Hire,,Customer Support,,G1,,Support Representative I,,49815.0
100892,2019-09-03,Hire,,IT,,G2,,Software Engineer I,,72897.0
100893,2021-12-29,Hire,,IT,,G3,,Software Engineer II,,97785.0
100893,2022-04-12,Termination,IT,,G4,,Senior Software Engineer,,134759.0,
100893,2026-02-03,Transfer,Sales,IT,G4,G4,Sales Specialist,Senior Software Engineer,134759.0,134759.0
100894,2023-09-07,Hire,,Customer Support,,G3,,Senior Support Representative,,77021.0
100895,2018-04-20,Hire,,Finance,,G5,,Senior Finance Lead,,125196.0
100896,2016-12-19,Hire,,Customer Support,,G5,,Senior Support Specialist,,128545.0
100897,2023-03-28,Hire,,Operations,,G4,,Senior Operations Analyst,,95653.0
100898,2020-03-29,Hire,,Finance,,G5,,Senior Finance Lead,,152041.0
100899,2018-04-11,Hire,,Customer Support,,G4,,Support Specialist,,98039.0
100899,2023-10-09,Transfer,HR,Customer Support,G4,G4,Senior HR Specialist,Support Specialist,98065.0,98065.0
100900,2025-03-24,Hire,,IT,,G6,,Engineering Manager,,171285.0
100901,2016-10-20,Hire,,Marketing,,G3,,Marketing Specialist,,75073.0
100902,2024-10-08,Hire,,Operations,,G4,,Senior Operations Analyst,,100933.0
100903,2026-06-01,Hire,,Customer Support,,G4,,Support Specialist,,106154.0
100904,2021-08-13,Hire,,Customer Support,,G3,,Senior Support Representative,,76716.0
100905,2026-03-23,Hire,,Sales,,G2,,Sales Representative II,,61723.0
100906,2018-02-24,Hire,,Sales,,G3,,Senior Sales Representative,,76002.0
100906,2024-08-26,Promotion,Sales,Sales,G3,G4,Senior Sales Representative,Sales Specialist,76002.0,122803.0
100907,2025-07-15,Hire,,Sales,,G6,,Sales Manager,,156928.0
100908,2021-10-12,Hire,,Sales,,G4,,Sales Specialist,,112044.0
100908,2024-05-11,Promotion,Sales,Sales,G4,G5,Sales Specialist,Senior Sales Specialist,112044.0,130250.0
100908,2025-11-20,Termination,Sales,,G5,,Senior Sales Specialist,,161263.0,
100909,2019-01-21,Hire,,Customer Support,,G4,,Support Specialist,,100960.0
100910,2018-06-24,Hire,,Customer Support,,G8,,VP of Customer Success,,255494.0
100910,2020-07-05,Transfer,HR,Customer Support,G8,G8,Chief HR Officer,VP of Customer Success,300692.0,300692.0
100911,2024-12-07,Hire,,Finance,,G7,,Finance Director,,222263.0
100911,2025-10-21,Termination,Finance,,G7,,Finance Director,,232432.0,
100912,2018-07-30,Hire,,Marketing,,G2,,Marketing Coordinator II,,69677.0
100912,2019-06-21,Promotion,Marketing,Marketing,G2,G3,Marketing Coordinator II,Marketing Specialist,69677.0,91373.0
100913,2022-08-20,Hire,,Marketing,,G5,,Marketing Lead,,147443.0
100914,2026-01-27,Hire,,Marketing,,G3,,Marketing Specialist,,81276.0
100915,2024-12-13,Hire,,Customer Support,,G6,,Support Manager,,160438.0
100915,2025-03-02,Transfer,HR,Customer Support,G6,G6,HR Manager,Support Manager,179762.0,179762.0
100916,2024-04-28,Hire,,Sales,,G1,,Sales Representative I,,40058.0
100916,2024-06-04,Transfer,Finance,Sales,G2,G2,Finance Analyst II,Sales Representative II,55784.0,55784.0
100917,2023-02-06,Hire,,Customer Support,,G3,,Senior Support Representative,,82296.0
100917,2023-06-06,Transfer,IT,Customer Support,G3,G3,Software Engineer II,Senior Support Representative,90765.0,90765.0
100918,2021-05-23,Hire,,HR,,G6,,HR Manager,,157674.0
100919,2020-10-14,Hire,,IT,,G2,,Software Engineer I,,57076.0
100920,2018-11-16,Hire,,Finance,,G6,,Finance Manager,,187406.0
100921,2018-09-12,Hire,,Sales,,G3,,Senior Sales Representative,,98216.0
100921,2025-10-29,Promotion,Sales,Sales,G3,G4,Senior Sales Representative,Sales Specialist,98216.0,125284.0
100922,2016-09-24,Hire,,Finance,,G4,,Finance Lead,,105404.0
100922,2023-12-19,Promotion,Finance,Finance,G4,G5,Finance Lead,Senior Finance Lead,105404.0,143047.0
100923,2016-10-17,Hire,,HR,,G1,,HR Coordinator I,,56108.0
100923,2017-09-12,Transfer,Operations,HR,G2,G2,Operations Coordinator II,HR Coordinator II,68203.0,68203.0
100923,2022-11-20,Termination,HR,,G2,,HR Coordinator II,,68203.0,
100923,2026-06-09,Promotion,HR,HR,G1,G2,HR Coordinator I,HR Coordinator II,56108.0,76236.0
100924,2023-12-27,Hire,,Finance,,G3,,Senior Finance Analyst,,78646.0
100925,2022-01-23,Hire,,Finance,,G1,,Finance Analyst I,,40953.0
100926,2017-05-02,Hire,,IT,,G2,,Software Engineer I,,71365.0
100927,2020-01-16,Hire,,Finance,,G5,,Senior Finance Lead,,144421.0
100927,2024-05-19,Termination,Finance,,G5,,Senior Finance Lead,,150544.0,
100928,2021-02-17,Hire,,HR,,G3,,HR Specialist,,99512.0
100929,2023-11-06,Hire,,HR,,G1,,HR Coordinator I,,45616.0
100929,2025-04-21,Promotion,HR,HR,G1,G2,HR Coordinator I,HR Coordinator II,45616.0,78485.0
100930,2020-12-23,Hire,,Sales,,G3,,Senior Sales Representative,,81243.0
100930,2024-09-27,Termination,Sales,,G3,,Senior Sales Representative,,91116.0,
100931,2018-09-20,Hire,,IT,,G2,,Software Engineer I,,76325.0
100932,2018-03-01,Hire,,Finance,,G1,,Finance Analyst I,,56457.0
100932,2019-04-17,Transfer,Sales,Finance,G2,G2,Sales Representative II,Finance Analyst II,75910.0,75910.0
100933,2017-09-15,Hire,,Finance,,G6,,Finance Manager,,161659.0
100934,2023-07-29,Hire,,Operations,,G6,,Operations Manager,,155510.0
100934,2024-11-17,Termination,Operations,,G6,,Operations Manager,,190361.0,
100935,2024-01-20,Hire,,Marketing,,G3,,Marketing Specialist,,91448.0
100936,2016-12-30,Hire,,Marketing,,G2,,Marketing Coordinator II,,70583.0
100937,2025-04-11,Hire,,HR,,G5,,HR Business Partner,,126238.0
100937,2025-06-13,Promotion,HR,HR,G5,G6,HR Business Partner,HR Manager,126238.0,170064.0
100938,2024-07-16,Hire,,Marketing,,G4,,Senior Marketing Specialist,,99470.0
100938,2025-05-26,Termination,Marketing,,G5,,Marketing Lead,,132971.0,
100939,2022-01-21,Hire,,IT,,G2,,Software Engineer I,,60441.0
100940,2018-06-17,Hire,,Customer Support,,G1,,Support Representative I,,41416.0
100941,2017-11-22,Hire,,Sales,,G3,,Senior Sales Representative,,84605.0
100942,2018-12-30,Hire,,Customer Support,,G3,,Senior Support Representative,,94018.0
100943,2017-01-12,Hire,,Operations,,G1,,Operations Coordinator I,,41571.0
100944,2024-07-03,Hire,,Customer Support,,G6,,Support Manager,,177787.0
100945,2022-07-09,Hire,,Marketing,,G2,,Marketing Coordinator II,,71482.0
100946,2025-04-01,Hire,,Customer Support,,G2,,Support Representative II,,67777.0
100946,2025-10-16,Promotion,Customer Support,Customer Support,G2,G3,Support Representative II,Senior Support Representative,67777.0,82385.0
100947,2025-02-07,Hire,,IT,,G4,,Senior Software Engineer,,95018.0
100948,2022-03-09,Hire,,IT,,G6,,Engineering Manager,,159911.0
100949,2020-05-03,Hire,,Operations,,G1,,Operations Coordinator I,,53182.0
100950,2016-12-07,Hire,,Finance,,G3,,Senior Finance Analyst,,85051.0
100950,2024-04-07,Transfer,Customer Support,Finance,G4,G4,Support Specialist,Finance Lead,131724.0,131724.0
100951,2019-03-10,Hire,,Customer Support,,G5,,Senior Support Specialist,,126941.0
100952,2025-10-23,Hire,,Customer Support,,G2,,Support Representative II,,77606.0
100952,2026-05-02,Promotion,Customer Support,Customer Support,G2,G3,Support Representative II,Senior Support Representative,77606.0,92942.0
100952,2026-06-07,Termination,Customer Support,,G3,,Senior Support Representative,,89590.0,
100953,2018-05-15,Hire,,HR,,G4,,Senior HR Specialist,,103967.0
100954,2017-02-06,Hire,,Finance,,G1,,Finance Analyst I,,58262.0
100954,2025-05-08,Promotion,Finance,Finance,G1,G2,Finance Analyst I,Finance Analyst II,58262.0,74523.0
100955,2018-05-24,Hire,,Finance,,G3,,Senior Finance Analyst,,78665.0
100955,2021-10-10,Termination,Finance,,G3,,Senior Finance Analyst,,81125.0,
100956,2018-12-03,Hire,,Marketing,,G5,,Marketing Lead,,140697.0
100956,2024-05-13,Transfer,Operations,Marketing,G5,G5,Operations Lead,Marketing Lead,155868.0,155868.0
100957,2023-05-08,Hire,,IT,,G4,,Senior Software Engineer,,95347.0
100958,2024-08-07,Hire,,Finance,,G5,,Senior Finance Lead,,131566.0
100958,2025-12-29,Promotion,Finance,Finance,G5,G6,Senior Finance Lead,Finance Manager,131566.0,165872.0
100959,2018-05-03,Hire,,Finance,,G5,,Senior Finance Lead,,153832.0
100959,2023-05-08,Termination,Finance,,G5,,Senior Finance Lead,,154265.0,
100960,2025-02-15,Hire,,Customer Support,,G2,,Support Representative II,,58291.0
100960,2025-07-19,Termination,Customer Support,,G2,,Support Representative II,,78880.0,
100960,2026-02-14,Transfer,IT,Customer Support,G2,G2,Software Engineer I,Support Representative II,78880.0,78880.0
100961,2025-01-17,Hire,,Operations,,G3,,Operations Analyst,,75096.0
100962,2019-12-28,Hire,,Marketing,,G5,,Marketing Lead,,133734.0
100962,2023-11-08,Promotion,Marketing,Marketing,G5,G6,Marketing Lead,Marketing Manager,133734.0,167197.0
100963,2017-10-22,Hire,,HR,,G4,,Senior HR Specialist,,102389.0
