employee_id,course_name,completion_date,skill_category,is_required
100715,Negotiation Tactics,2021-02-01,Communication,No
100715,Communication Skills 101,2022-05-01,Communication,Yes
100715,Foundations of Excellence,2022-11-30,Technical,Yes
100715,Cross-functional Collaboration,2023-01-05,Communication,Yes
100715,Business Writing,2024-04-04,Communication,No
100715,Compliance Basics,2024-07-29,Compliance,Yes
100715,Data-Driven Decision Making,2024-08-29,Technical,Yes
100715,Project Management Fundamentals,2024-10-16,Technical,Yes
100715,Strategic Thinking,2025-07-19,Leadership,Yes
100715,Leadership Essentials,2025-11-01,Leadership,Yes
100715,Executive Presence,2026-04-06,Leadership,Yes
100716,Anti-Harassment Training,2021-03-28,Compliance,No
100716,Project Management Fundamentals,2021-09-21,Technical,Yes
100716,Communication Skills 101,2022-09-29,Communication,Yes
100716,Foundations of Excellence,2023-06-02,Technical,Yes
100716,Advanced Communication,2023-12-21,Communication,Yes
100716,Compliance Basics,2025-08-29,Compliance,Yes
100716,Data-Driven Decision Making,2025-10-24,Technical,Yes
100717,Advanced Communication,2022-10-23,Communication,Yes
100717,Cross-functional Collaboration,2023-01-23,Communication,Yes
100717,Leadership Essentials,2023-04-24,Leadership,Yes
100717,SQL Essentials,2023-05-29,Technical,No
100717,Foundations of Excellence,2023-10-20,Technical,Yes
100717,Data-Driven Decision Making,2023-11-10,Technical,Yes
100717,People Management Basics,2024-01-18,Management,Yes
100717,Strategic Thinking,2024-02-24,Leadership,Yes
100717,Compliance Basics,2024-06-10,Compliance,Yes
100717,Data Privacy & GDPR,2025-04-24,Compliance,No
100717,Executive Presence,2025-06-10,Leadership,Yes
100717,Communication Skills 101,2026-03-12,Communication,Yes
100718,Foundations of Excellence,2026-02-21,Technical,Yes
100718,Project Management Fundamentals,2026-02-27,Technical,Yes
100718,Performance Management,2026-04-04,Management,No
100718,Compliance Basics,2026-04-05,Compliance,Yes
100718,Communication Skills 101,2026-05-23,Communication,Yes
100719,Workplace Safety,2021-09-14,Compliance,No
100719,SQL Essentials,2022-04-13,Technical,No
100719,Anti-Harassment Training,2022-07-07,Compliance,No
100719,Power BI Fundamentals,2022-08-21,Technical,No
100719,Project Management Fundamentals,2022-09-19,Technical,Yes
100719,Communication Skills 101,2022-11-13,Communication,Yes
100719,Compliance Basics,2022-12-31,Compliance,Yes
100719,Performance Management,2024-05-11,Management,No
100719,Foundations of Excellence,2025-05-03,Technical,Yes
100720,Advanced Communication,2024-05-31,Communication,Yes
100720,Change Management,2024-06-10,Leadership,No
100720,Strategic Thinking,2024-07-07,Leadership,Yes
100720,Talent Acquisition,2024-07-15,Management,No
100720,Power BI Fundamentals,2024-08-23,Technical,No
100720,People Management Basics,2024-11-12,Management,Yes
100720,Foundations of Excellence,2024-12-16,Technical,Yes
100720,Communication Skills 101,2025-02-06,Communication,Yes
100720,Data-Driven Decision Making,2025-03-03,Technical,Yes
100720,Workplace Safety,2025-04-13,Compliance,No
100720,Organizational Leadership,2025-09-04,Management,Yes
100720,Project Management Fundamentals,2025-09-18,Technical,Yes
100721,Compliance Basics,2025-06-17,Compliance,Yes
100721,Performance Management,2025-08-11,Management,No
100721,Project Management Fundamentals,2025-08-27,Technical,Yes
100721,People Management Basics,2025-10-26,Management,Yes
100721,Foundations of Excellence,2025-11-18,Technical,Yes
100721,Data Privacy & GDPR,2025-11-22,Compliance,No
100721,Data-Driven Decision Making,2025-12-11,Technical,Yes
100721,Budget Planning,2025-12-16,Management,No
100721,Cross-functional Collaboration,2026-03-25,Communication,Yes
100721,Communication Skills 101,2026-04-29,Communication,Yes
100721,Strategic Thinking,2026-05-20,Leadership,Yes
100722,Foundations of Excellence,2024-12-27,Technical,Yes
100722,Budget Planning,2025-01-14,Management,No
100722,Strategic Thinking,2025-01-29,Leadership,Yes
100722,Change Management,2025-03-21,Leadership,No
100722,Compliance Basics,2025-05-13,Compliance,Yes
100722,Communication Skills 101,2025-05-27,Communication,Yes
100722,Project Management Fundamentals,2025-06-22,Technical,Yes
100722,Advanced Communication,2025-06-26,Communication,Yes
100722,Presentation Skills,2025-09-02,Communication,No
100722,Data-Driven Decision Making,2026-04-14,Technical,Yes
100722,Anti-Harassment Training,2026-04-24,Compliance,No
100723,Data-Driven Decision Making,2019-03-22,Technical,Yes
100723,Strategic Thinking,2019-12-23,Leadership,Yes
100723,Cross-functional Collaboration,2020-02-14,Communication,Yes
100723,Organizational Leadership,2020-02-20,Management,Yes
100723,Executive Presence,2020-04-23,Leadership,Yes
100723,Foundations of Excellence,2020-10-06,Technical,Yes
100723,People Management Basics,2021-01-18,Management,Yes
100723,Executive Leadership Program,2021-02-02,Leadership,Yes
100723,Anti-Harassment Training,2022-01-10,Compliance,No
100723,Leadership Essentials,2022-11-04,Leadership,Yes
100723,Business Strategy,2023-09-24,Management,Yes
100723,Communication Skills 101,2024-12-24,Communication,Yes
100723,Project Management Fundamentals,2025-10-27,Technical,Yes
100724,Compliance Basics,2024-06-03,Compliance,Yes
100724,Advanced Communication,2024-06-16,Communication,Yes
100724,Change Management,2024-10-10,Leadership,No
100724,Cross-functional Collaboration,2024-10-26,Communication,Yes
100724,Project Management Fundamentals,2025-01-02,Technical,Yes
100724,Data-Driven Decision Making,2025-04-11,Technical,Yes
100724,Anti-Harassment Training,2025-10-02,Compliance,No
100724,Foundations of Excellence,2025-11-03,Technical,Yes
100724,Communication Skills 101,2026-02-16,Communication,Yes
100725,People Management Basics,2022-06-23,Management,Yes
100725,Strategic Thinking,2023-01-30,Leadership,Yes
100725,Cross-functional Collaboration,2023-02-17,Communication,Yes
100725,Workplace Safety,2023-03-16,Compliance,No
100725,Communication Skills 101,2023-08-05,Communication,Yes
100725,Leadership Essentials,2024-07-27,Leadership,Yes
100725,Business Writing,2024-09-11,Communication,No
100725,Coaching Skills,2024-10-29,Leadership,No
100725,Project Management Fundamentals,2025-01-11,Technical,Yes
100725,Data-Driven Decision Making,2025-06-03,Technical,Yes
100725,Negotiation Tactics,2025-08-04,Communication,No
100725,Foundations of Excellence,2026-02-14,Technical,Yes
100725,Talent Acquisition,2026-03-13,Management,No
100725,Advanced Communication,2026-03-22,Communication,Yes
100726,Compliance Basics,2020-10-17,Compliance,Yes
100726,Communication Skills 101,2024-11-04,Communication,Yes
100726,Foundations of Excellence,2025-04-02,Technical,Yes
100726,Coaching Skills,2025-04-03,Leadership,No
100727,Performance Management,2019-01-20,Management,No
100727,Communication Skills 101,2021-01-16,Communication,Yes
100727,Foundations of Excellence,2021-08-19,Technical,Yes
100727,Data Privacy & GDPR,2023-02-05,Compliance,No
100727,Compliance Basics,2023-08-14,Compliance,Yes
100727,Project Management Fundamentals,2025-11-03,Technical,Yes
100728,Foundations of Excellence,2020-10-20,Technical,Yes
100728,Data Privacy & GDPR,2020-11-06,Compliance,No
100728,Communication Skills 101,2021-02-09,Communication,Yes
100728,Budget Planning,2021-10-18,Management,No
100728,Performance Management,2023-06-28,Management,No
100728,Compliance Basics,2024-10-08,Compliance,Yes
100728,Workplace Safety,2025-03-02,Compliance,No
100728,Python for Data Analysis,2025-08-03,Technical,No
100729,Python for Data Analysis,2023-01-22,Technical,No
100729,Foundations of Excellence,2023-03-11,Technical,Yes
100729,Strategic Thinking,2023-09-06,Leadership,Yes
100729,Communication Skills 101,2023-11-15,Communication,Yes
100729,Project Management Fundamentals,2023-12-25,Technical,Yes
100729,Conflict Resolution,2024-03-04,Leadership,No
100729,Advanced Communication,2024-12-01,Communication,Yes
100729,Data-Driven Decision Making,2025-03-08,Technical,Yes
100729,Cross-functional Collaboration,2025-05-25,Communication,Yes
100729,Compliance Basics,2026-01-11,Compliance,Yes
100730,Organizational Leadership,2017-11-15,Management,Yes
100730,Budget Planning,2018-06-11,Management,No
100730,Executive Leadership Program,2019-08-11,Leadership,Yes
100730,Business Strategy,2019-11-06,Management,Yes
100730,Talent Acquisition,2020-01-19,Management,No
100730,Performance Management,2020-10-19,Management,No
100730,Data-Driven Decision Making,2020-12-25,Technical,Yes
100730,Cloud Computing Basics,2021-02-21,Technical,No
100730,Strategic Thinking,2021-04-09,Leadership,Yes
100730,Executive Presence,2021-05-27,Leadership,Yes
100730,People Management Basics,2022-03-13,Management,Yes
100730,Cross-functional Collaboration,2022-07-07,Communication,Yes
100730,Advanced Communication,2022-11-24,Communication,Yes
100730,Compliance Basics,2023-01-27,Compliance,Yes
100730,Leadership Essentials,2024-12-08,Leadership,Yes
100730,Communication Skills 101,2025-04-04,Communication,Yes
100730,Project Management Fundamentals,2025-09-13,Technical,Yes
100731,Python for Data Analysis,2017-08-02,Technical,No
100731,Communication Skills 101,2017-11-20,Communication,Yes
100731,SQL Essentials,2018-01-08,Technical,No
100731,Performance Management,2018-04-30,Management,No
100731,Project Management Fundamentals,2022-07-21,Technical,Yes
100731,Presentation Skills,2024-05-02,Communication,No
100731,Conflict Resolution,2025-02-14,Leadership,No
100731,Foundations of Excellence,2025-03-18,Technical,Yes
100731,Compliance Basics,2026-05-13,Compliance,Yes
100732,Performance Management,2023-01-21,Management,No
100732,Foundations of Excellence,2023-03-27,Technical,Yes
100732,Data-Driven Decision Making,2023-04-21,Technical,Yes
100732,Communication Skills 101,2024-02-02,Communication,Yes
100732,Python for Data Analysis,2024-06-07,Technical,No
100732,Talent Acquisition,2024-08-23,Management,No
100732,Compliance Basics,2024-11-03,Compliance,Yes
100732,Coaching Skills,2025-07-25,Leadership,No
100732,Project Management Fundamentals,2025-10-04,Technical,Yes
100733,Cross-functional Collaboration,2020-05-25,Communication,Yes
100733,Leadership Essentials,2020-08-09,Leadership,Yes
100733,Strategic Thinking,2021-01-13,Leadership,Yes
100733,Executive Presence,2021-03-07,Leadership,Yes
100733,Data-Driven Decision Making,2021-08-07,Technical,Yes
100733,Budget Planning,2021-11-22,Management,No
100733,Project Management Fundamentals,2021-11-25,Technical,Yes
100733,Communication Skills 101,2021-11-26,Communication,Yes
100733,Cloud Computing Basics,2022-07-20,Technical,No
100733,Business Strategy,2023-01-14,Management,Yes
100733,People Management Basics,2023-01-30,Management,Yes
100733,Compliance Basics,2023-11-06,Compliance,Yes
100733,Organizational Leadership,2024-10-17,Management,Yes
100733,Excel Advanced,2025-05-11,Technical,No
100733,Foundations of Excellence,2025-12-21,Technical,Yes
100733,Advanced Communication,2026-04-13,Communication,Yes
100734,Presentation Skills,2025-01-20,Communication,No
100734,Business Strategy,2025-03-19,Management,Yes
100734,People Management Basics,2025-04-09,Management,Yes
100734,Data-Driven Decision Making,2025-05-25,Technical,Yes
100734,Executive Leadership Program,2025-07-26,Leadership,Yes
100734,Strategic Thinking,2025-11-06,Leadership,Yes
100734,Power BI Fundamentals,2025-12-18,Technical,No
100734,Excel Advanced,2026-01-27,Technical,No
100734,Advanced Communication,2026-02-20,Communication,Yes
100734,Compliance Basics,2026-03-07,Compliance,Yes
100734,Leadership Essentials,2026-03-07,Leadership,Yes
100734,Project Management Fundamentals,2026-03-17,Technical,Yes
100734,Communication Skills 101,2026-04-03,Communication,Yes
100734,Foundations of Excellence,2026-04-07,Technical,Yes
100734,Performance Management,2026-04-26,Management,No
100734,Cross-functional Collaboration,2026-05-25,Communication,Yes
100734,Organizational Leadership,2026-06-10,Management,Yes
100734,Executive Presence,2026-06-14,Leadership,Yes
100735,People Management Basics,2023-01-04,Management,Yes
100735,Strategic Thinking,2023-01-14,Leadership,Yes
100735,Project Management Fundamentals,2023-02-13,Technical,Yes
100735,Coaching Skills,2023-07-08,Leadership,No
100735,Foundations of Excellence,2024-05-29,Technical,Yes
100735,Communication Skills 101,2025-02-24,Communication,Yes
100735,Data-Driven Decision Making,2025-07-27,Technical,Yes
100735,Cloud Computing Basics,2025-10-15,Technical,No
100735,Compliance Basics,2026-02-26,Compliance,Yes
100735,Cross-functional Collaboration,2026-04-10,Communication,Yes
100736,Advanced Communication,2021-12-15,Communication,Yes
100736,Compliance Basics,2022-05-31,Compliance,Yes
100736,Cloud Computing Basics,2022-08-21,Technical,No
100736,Project Management Fundamentals,2022-09-19,Technical,Yes
100736,Data Privacy & GDPR,2023-02-21,Compliance,No
100736,SQL Essentials,2023-09-08,Technical,No
100736,Strategic Thinking,2024-02-22,Leadership,Yes
100736,Foundations of Excellence,2024-08-16,Technical,Yes
100736,Data-Driven Decision Making,2024-10-13,Technical,Yes
100736,Business Writing,2024-10-17,Communication,No
100736,Communication Skills 101,2025-05-18,Communication,Yes
100737,Executive Leadership Program,2019-11-10,Leadership,Yes
100737,Organizational Leadership,2020-05-17,Management,Yes
100737,Advanced Communication,2021-11-17,Communication,Yes
100737,Executive Presence,2021-11-21,Leadership,Yes
100737,People Management Basics,2021-11-30,Management,Yes
100737,Communication Skills 101,2022-02-23,Communication,Yes
100737,Leadership Essentials,2023-04-20,Leadership,Yes
100737,Conflict Resolution,2023-10-23,Leadership,No
100737,Cross-functional Collaboration,2023-11-18,Communication,Yes
100737,Compliance Basics,2024-04-26,Compliance,Yes
100737,Foundations of Excellence,2024-06-01,Technical,Yes
100737,Data-Driven Decision Making,2024-12-03,Technical,Yes
100737,Project Management Fundamentals,2025-05-15,Technical,Yes
100737,Business Strategy,2025-06-25,Management,Yes
100737,Strategic Thinking,2025-11-20,Leadership,Yes
100738,Foundations of Excellence,2022-05-30,Technical,Yes
100738,Strategic Thinking,2022-11-28,Leadership,Yes
100738,Communication Skills 101,2022-12-05,Communication,Yes
100738,Cross-functional Collaboration,2023-01-30,Communication,Yes
100738,Conflict Resolution,2023-07-18,Leadership,No
100738,Project Management Fundamentals,2023-09-27,Technical,Yes
100738,SQL Essentials,2024-03-31,Technical,No
100738,Power BI Fundamentals,2024-05-16,Technical,No
100738,Data-Driven Decision Making,2024-06-25,Technical,Yes
100738,Workplace Safety,2025-07-13,Compliance,No
100739,Leadership Essentials,2021-03-20,Leadership,Yes
100739,Data-Driven Decision Making,2021-05-30,Technical,Yes
100739,Cross-functional Collaboration,2021-11-09,Communication,Yes
100739,Communication Skills 101,2022-04-21,Communication,Yes
100739,Foundations of Excellence,2022-08-24,Technical,Yes
100739,Power BI Fundamentals,2023-11-11,Technical,No
100739,Strategic Thinking,2024-03-20,Leadership,Yes
100739,Organizational Leadership,2024-04-07,Management,Yes
100739,Compliance Basics,2024-11-27,Compliance,Yes
100739,People Management Basics,2025-03-03,Management,Yes
100739,Project Management Fundamentals,2025-06-17,Technical,Yes
100739,Advanced Communication,2025-11-03,Communication,Yes
100739,Executive Presence,2026-02-07,Leadership,Yes
100740,Power BI Fundamentals,2023-12-12,Technical,No
100740,Cross-functional Collaboration,2023-12-21,Communication,Yes
100740,Compliance Basics,2024-01-27,Compliance,Yes
100740,Data Privacy & GDPR,2024-02-09,Compliance,No
100740,Leadership Essentials,2024-04-14,Leadership,Yes
100740,Business Strategy,2024-08-25,Management,Yes
100740,Communication Skills 101,2024-12-24,Communication,Yes
100740,Advanced Communication,2025-02-05,Communication,Yes
100740,Business Writing,2025-03-14,Communication,No
100740,People Management Basics,2025-03-22,Management,Yes
100740,Change Management,2025-08-01,Leadership,No
100740,Organizational Leadership,2025-10-23,Management,Yes
100740,Executive Leadership Program,2025-11-14,Leadership,Yes
100740,Executive Presence,2025-11-28,Leadership,Yes
100740,Project Management Fundamentals,2025-12-10,Technical,Yes
100740,Talent Acquisition,2026-05-30,Management,No
100741,Project Management Fundamentals,2023-06-08,Technical,Yes
100741,Foundations of Excellence,2024-02-06,Technical,Yes
100741,Data-Driven Decision Making,2024-09-02,Technical,Yes
100741,Communication Skills 101,2024-12-29,Communication,Yes
100741,SQL Essentials,2025-01-02,Technical,No
100741,Compliance Basics,2025-03-10,Compliance,Yes
100741,Advanced Communication,2026-02-04,Communication,Yes
100742,Compliance Basics,2025-05-26,Compliance,Yes
100742,Strategic Thinking,2025-10-27,Leadership,Yes
100742,Advanced Communication,2025-12-22,Communication,Yes
100742,Data Privacy & GDPR,2025-12-28,Compliance,No
100742,Communication Skills 101,2026-01-12,Communication,Yes
100742,Excel Advanced,2026-01-18,Technical,No
100742,Cross-functional Collaboration,2026-01-26,Communication,Yes
100742,People Management Basics,2026-04-17,Management,Yes
100742,Conflict Resolution,2026-05-10,Leadership,No
100742,Leadership Essentials,2026-05-22,Leadership,Yes
100742,Data-Driven Decision Making,2026-06-12,Technical,Yes
100742,Project Management Fundamentals,2026-06-16,Technical,Yes
100743,Foundations of Excellence,2026-01-20,Technical,Yes
100743,Project Management Fundamentals,2026-02-11,Technical,Yes
100743,Workplace Safety,2026-02-18,Compliance,No
100743,Cross-functional Collaboration,2026-02-26,Communication,Yes
100743,Leadership Essentials,2026-03-13,Leadership,Yes
100743,Communication Skills 101,2026-03-24,Communication,Yes
100743,Data-Driven Decision Making,2026-03-27,Technical,Yes
100743,Advanced Communication,2026-03-29,Communication,Yes
100743,Python for Data Analysis,2026-04-04,Technical,No
100743,People Management Basics,2026-04-17,Management,Yes
100743,Compliance Basics,2026-04-21,Compliance,Yes
100743,Power BI Fundamentals,2026-05-06,Technical,No
100743,Strategic Thinking,2026-05-08,Leadership,Yes
100743,Executive Presence,2026-05-13,Leadership,Yes
100743,Budget Planning,2026-06-09,Management,No
100744,Compliance Basics,2019-04-19,Compliance,Yes
100744,Strategic Thinking,2021-03-18,Leadership,Yes
100744,Cross-functional Collaboration,2022-04-09,Communication,Yes
100744,Change Management,2022-04-19,Leadership,No
100744,Project Management Fundamentals,2022-09-21,Technical,Yes
100744,Communication Skills 101,2023-03-22,Communication,Yes
100744,Data Privacy & GDPR,2023-09-21,Compliance,No
100744,People Management Basics,2024-02-06,Management,Yes
100744,Data-Driven Decision Making,2024-10-21,Technical,Yes
100744,Executive Presence,2026-01-23,Leadership,Yes
100744,Advanced Communication,2026-02-02,Communication,Yes
100745,Communication Skills 101,2026-02-02,Communication,Yes
100745,Data-Driven Decision Making,2026-03-04,Technical,Yes
100745,Compliance Basics,2026-04-25,Compliance,Yes
100745,Anti-Harassment Training,2026-05-07,Compliance,No
100745,Budget Planning,2026-05-10,Management,No
100745,Cross-functional Collaboration,2026-05-16,Communication,Yes
100745,Talent Acquisition,2026-05-21,Management,No
100745,Foundations of Excellence,2026-06-06,Technical,Yes
100745,Advanced Communication,2026-06-12,Communication,Yes
100745,Performance Management,2026-06-12,Management,No
100746,Strategic Thinking,2017-10-29,Leadership,Yes
100746,Compliance Basics,2018-04-27,Compliance,Yes
100746,Foundations of Excellence,2019-04-03,Technical,Yes
100746,People Management Basics,2019-04-04,Management,Yes
100746,Business Strategy,2019-06-18,Management,Yes
100746,Project Management Fundamentals,2020-01-12,Technical,Yes
100746,SQL Essentials,2020-04-04,Technical,No
100746,Change Management,2020-11-22,Leadership,No
100746,Communication Skills 101,2023-01-30,Communication,Yes
100746,Organizational Leadership,2023-02-11,Management,Yes
100746,Conflict Resolution,2023-02-14,Leadership,No
100746,Advanced Communication,2023-11-15,Communication,Yes
100746,Executive Presence,2024-02-09,Leadership,Yes
100746,Business Writing,2024-04-18,Communication,No
100746,Leadership Essentials,2025-06-15,Leadership,Yes
100746,Data Privacy & GDPR,2025-08-01,Compliance,No
100746,Data-Driven Decision Making,2026-04-17,Technical,Yes
100746,Cross-functional Collaboration,2026-05-17,Communication,Yes
100747,Cross-functional Collaboration,2020-12-08,Communication,Yes
100747,Compliance Basics,2021-01-11,Compliance,Yes
100747,Leadership Essentials,2021-04-30,Leadership,Yes
100747,Foundations of Excellence,2021-08-25,Technical,Yes
100747,Python for Data Analysis,2022-05-22,Technical,No
100747,People Management Basics,2022-08-13,Management,Yes
100747,Executive Presence,2022-09-21,Leadership,Yes
100747,Strategic Thinking,2022-10-28,Leadership,Yes
100747,Communication Skills 101,2022-12-08,Communication,Yes
100747,Project Management Fundamentals,2022-12-11,Technical,Yes
100747,Advanced Communication,2023-01-11,Communication,Yes
100748,Compliance Basics,2022-01-23,Compliance,Yes
100748,Leadership Essentials,2022-02-13,Leadership,Yes
100748,Foundations of Excellence,2023-11-02,Technical,Yes
100748,Excel Advanced,2024-03-19,Technical,No
100748,Project Management Fundamentals,2024-08-29,Technical,Yes
100748,Data-Driven Decision Making,2025-06-02,Technical,Yes
100748,Workplace Safety,2026-01-24,Compliance,No
100748,Advanced Communication,2026-06-11,Communication,Yes
100749,Excel Advanced,2024-10-12,Technical,No
100749,Compliance Basics,2025-01-24,Compliance,Yes
100749,Data-Driven Decision Making,2025-05-13,Technical,Yes
100749,Strategic Thinking,2025-06-06,Leadership,Yes
100749,Conflict Resolution,2025-06-22,Leadership,No
100749,Communication Skills 101,2025-09-10,Communication,Yes
100749,Foundations of Excellence,2025-11-11,Technical,Yes
100749,Project Management Fundamentals,2025-11-14,Technical,Yes
100749,Presentation Skills,2025-11-24,Communication,No
100749,Advanced Communication,2026-02-16,Communication,Yes
100750,Strategic Thinking,2018-08-01,Leadership,Yes
100750,Foundations of Excellence,2021-09-24,Technical,Yes
100750,Data-Driven Decision Making,2021-11-15,Technical,Yes
100750,Cross-functional Collaboration,2022-08-09,Communication,Yes
100750,Communication Skills 101,2022-09-18,Communication,Yes
100750,Advanced Communication,2022-09-23,Communication,Yes
100750,Cloud Computing Basics,2023-11-26,Technical,No
100750,Leadership Essentials,2024-04-10,Leadership,Yes
100750,Compliance Basics,2024-04-11,Compliance,Yes
100750,People Management Basics,2024-07-28,Management,Yes
100751,Foundations of Excellence,2018-09-24,Technical,Yes
100751,People Management Basics,2018-12-13,Management,Yes
100751,Python for Data Analysis,2020-01-03,Technical,No
100751,Executive Leadership Program,2020-09-08,Leadership,Yes
100751,Compliance Basics,2020-12-18,Compliance,Yes
100751,Business Writing,2021-07-21,Communication,No
100751,Data-Driven Decision Making,2021-09-10,Technical,Yes
100751,Power BI Fundamentals,2021-10-19,Technical,No
100751,Cross-functional Collaboration,2022-02-03,Communication,Yes
100751,Change Management,2023-03-16,Leadership,No
100751,Communication Skills 101,2023-07-14,Communication,Yes
100751,Organizational Leadership,2024-03-18,Management,Yes
100751,Strategic Thinking,2026-01-30,Leadership,Yes
100751,Leadership Essentials,2026-06-12,Leadership,Yes
100752,Compliance Basics,2021-01-03,Compliance,Yes
100752,Project Management Fundamentals,2021-09-23,Technical,Yes
100752,Advanced Communication,2023-03-10,Communication,Yes
100752,Foundations of Excellence,2023-10-21,Technical,Yes
100752,Data-Driven Decision Making,2023-12-28,Technical,Yes
100752,Communication Skills 101,2024-08-08,Communication,Yes
100752,Strategic Thinking,2025-02-25,Leadership,Yes
100752,Workplace Safety,2025-09-02,Compliance,No
100752,Performance Management,2025-12-25,Management,No
100753,Organizational Leadership,2019-11-02,Management,Yes
100753,Advanced Communication,2020-02-17,Communication,Yes
100753,Communication Skills 101,2021-02-28,Communication,Yes
100753,Leadership Essentials,2021-07-03,Leadership,Yes
100753,Foundations of Excellence,2021-08-02,Technical,Yes
100753,Compliance Basics,2021-09-14,Compliance,Yes
100753,People Management Basics,2022-02-03,Management,Yes
100753,Project Management Fundamentals,2022-04-07,Technical,Yes
100753,Data-Driven Decision Making,2024-05-05,Technical,Yes
100753,Budget Planning,2026-02-07,Management,No
100754,Project Management Fundamentals,2021-12-12,Technical,Yes
100754,Business Writing,2022-07-21,Communication,No
100754,Data-Driven Decision Making,2022-11-03,Technical,Yes
100754,Compliance Basics,2023-04-27,Compliance,Yes
100754,Advanced Communication,2023-07-26,Communication,Yes
100754,Strategic Thinking,2024-02-07,Leadership,Yes
100754,Power BI Fundamentals,2025-06-08,Technical,No
100754,Foundations of Excellence,2025-11-02,Technical,Yes
100754,Communication Skills 101,2026-04-21,Communication,Yes
100755,Advanced Communication,2024-11-29,Communication,Yes
100755,Cross-functional Collaboration,2024-12-11,Communication,Yes
100755,Project Management Fundamentals,2025-02-01,Technical,Yes
100755,Data-Driven Decision Making,2025-03-02,Technical,Yes
100755,Conflict Resolution,2025-03-03,Leadership,No
100755,Anti-Harassment Training,2025-08-21,Compliance,No
100755,Foundations of Excellence,2025-10-14,Technical,Yes
100755,Communication Skills 101,2026-02-26,Communication,Yes
100755,Workplace Safety,2026-02-27,Compliance,No
100755,Compliance Basics,2026-06-13,Compliance,Yes
100755,Strategic Thinking,2026-06-14,Leadership,Yes
100756,Communication Skills 101,2018-07-15,Communication,Yes
100756,Compliance Basics,2019-05-08,Compliance,Yes
100756,Foundations of Excellence,2020-07-21,Technical,Yes
100756,Cloud Computing Basics,2024-04-20,Technical,No
100756,Workplace Safety,2025-02-13,Compliance,No
100756,Power BI Fundamentals,2025-02-23,Technical,No
100757,Compliance Basics,2023-09-02,Compliance,Yes
100757,Foundations of Excellence,2023-11-24,Technical,Yes
100757,Change Management,2024-03-15,Leadership,No
100757,Project Management Fundamentals,2025-04-27,Technical,Yes
100758,Strategic Thinking,2019-04-02,Leadership,Yes
100758,Foundations of Excellence,2020-01-01,Technical,Yes
100758,Advanced Communication,2020-03-23,Communication,Yes
100758,Data-Driven Decision Making,2020-04-20,Technical,Yes
100758,Talent Acquisition,2020-06-28,Management,No
100758,Project Management Fundamentals,2020-11-22,Technical,Yes
100758,Communication Skills 101,2022-01-16,Communication,Yes
100758,Compliance Basics,2022-05-13,Compliance,Yes
100758,Conflict Resolution,2023-11-15,Leadership,No
100758,Power BI Fundamentals,2024-01-12,Technical,No
100759,Budget Planning,2024-11-12,Management,No
100759,Strategic Thinking,2025-01-04,Leadership,Yes
100759,Advanced Communication,2025-02-18,Communication,Yes
100759,Excel Advanced,2025-02-28,Technical,No
100759,Negotiation Tactics,2025-04-11,Communication,No
100759,Executive Leadership Program,2025-05-22,Leadership,Yes
100759,Executive Presence,2025-05-23,Leadership,Yes
100759,Project Management Fundamentals,2025-06-23,Technical,Yes
100759,Organizational Leadership,2025-06-27,Management,Yes
100759,Cross-functional Collaboration,2025-07-13,Communication,Yes
100759,Business Strategy,2025-09-02,Management,Yes
100759,Workplace Safety,2025-09-07,Compliance,No
100759,Data-Driven Decision Making,2025-11-06,Technical,Yes
100759,People Management Basics,2025-11-23,Management,Yes
100759,Leadership Essentials,2025-12-07,Leadership,Yes
100759,Communication Skills 101,2026-01-25,Communication,Yes
100759,Foundations of Excellence,2026-03-25,Technical,Yes
100759,Compliance Basics,2026-05-21,Compliance,Yes
100759,Cloud Computing Basics,2026-06-16,Technical,No
100760,Data-Driven Decision Making,2020-11-11,Technical,Yes
100760,Workplace Safety,2022-02-17,Compliance,No
100760,Budget Planning,2023-03-16,Management,No
100760,Foundations of Excellence,2023-09-08,Technical,Yes
100760,Cross-functional Collaboration,2023-10-26,Communication,Yes
100760,Project Management Fundamentals,2024-04-19,Technical,Yes
100760,Communication Skills 101,2024-05-06,Communication,Yes
100760,Power BI Fundamentals,2024-06-17,Technical,No
100760,Compliance Basics,2024-12-12,Compliance,Yes
100760,Advanced Communication,2025-02-27,Communication,Yes
100760,Data Privacy & GDPR,2025-06-11,Compliance,No
100760,Anti-Harassment Training,2026-03-02,Compliance,No
100761,Advanced Communication,2024-06-18,Communication,Yes
100761,Compliance Basics,2024-12-18,Compliance,Yes
100761,Cloud Computing Basics,2025-08-29,Technical,No
100761,Data-Driven Decision Making,2025-11-06,Technical,Yes
100761,Foundations of Excellence,2026-01-05,Technical,Yes
100761,Communication Skills 101,2026-01-25,Communication,Yes
100761,Project Management Fundamentals,2026-05-25,Technical,Yes
100762,Change Management,2019-04-11,Leadership,No
100762,Data-Driven Decision Making,2021-02-04,Technical,Yes
100762,Negotiation Tactics,2021-03-11,Communication,No
100762,Foundations of Excellence,2021-06-01,Technical,Yes
100762,Communication Skills 101,2021-09-16,Communication,Yes
100762,Project Management Fundamentals,2021-12-24,Technical,Yes
100762,Advanced Communication,2024-01-06,Communication,Yes
100762,Strategic Thinking,2024-03-28,Leadership,Yes
100762,Business Writing,2024-08-26,Communication,No
100762,Compliance Basics,2025-02-28,Compliance,Yes
100762,Budget Planning,2025-07-27,Management,No
